query,report,institute,category
kekerasan,"Kepada Yth. Pemprov DKI Jakarta.
Saya orang tua murid di Sekolah Dasar Negeri Semanan 05 pagi, Kalideres, Jakarta Barat, saat ini anak saya duduk di kelas IIIB, beberapa kali anak saya mengalami kekerasan fisik yang dilakukan guru kelas IIIB (Ibu Lina). mohon sekiranya agar pihak yang berwenang untuk menegur/ menindak tegas guru tersebut. Mohon dinas terkait untuk menindaklanjutinya. Terima kasih.",Kepolisian Daerah Lampung,  Kepolisian
kekerasan,"DEBT COLLECTOR BRUTAL RAMPAS KENDARAAN DAN KEKERASAN.
perampasan & kekerasan oleh debt collector bank sinar mas bandar lampung,tolong pak presiden debt collector sangat brutal merampas kendaraan dijalan secara paksa dan melakukan kekersan,tolong di tindak lanjut,karna sudah sangat merasahkan warga di bandar lampung,mereka semena-mena untuk ngambil kendaraan dijalan raya.trimakasih",Dinas Pengendalian Penduduk dan Keluarga Berencana Kabupaten Kendal,  Keluhan
kekerasan,"Kendal menempati urutan ke-2 kss kekerasan perempuan dan anak dijateng stlh smg, dmn keperpihakan pemda?","Dinas Pendidikan dan Kebudayaan, Pemprov Riau",  Perundungan (Bullying)
kekerasan,"Yth, kemdikbud, (1) terjadi kekerasan di smk pertanian provinsi riau, seorang siswa d sepak oleh senior ketika akan makan malam, pasalnya saat para siswa beranjak menuju ruang makan salah seorang siswa tersebut tersandung oleh lubang sehingga jalannya melambat. (2) siswa sering di caruti oleh senior ketaka akan menyuruh makan malam, senior sering memanggil (anj***) ke junior. Hal tersebut dilakukan senior kepada siswa baru",DINAS TENAGA KERJA,  Ketenagakerjaan
kekerasan,"Yth Dinas Ketenagakerjaan Kota.Tasikmalaya.Saya sebagai anggota Security Asia Plaza Toserba ,kami merasa di rugikan olehan yayasan PT.Elang Darma sebagai mitra kerja Asia Plaza Toserba dlm bidang keamanan di Asia Plaza.Gajih kami di potong sama yayasan terlalu besar,dan bagi Security yg baru sudah 6bulan kerja gajih belum UMK,terus kemaren THR tidak full selalu di potong dengan keterangan yg tidak terbuka.Padahal kami tahu dari pihak Asia Plaza bayar full.Tolong di tindak lanjut jgn sampai ada tindak kekerasan yg tidak kami semua inginkan.Kami sebagai warga pribumi asli di wilayah Asia Plaza memohon keadilan dan keterbukaan nya.Terimakasih",Kepolisian Negara Republik Indonesia,  Kepolisian
kekerasan,"Assalamualaikum, pak Ridwan kamil.., kemarin malam sekitar jam 18.30 saya pulang kerja lewat stopan gudang utara. Ketika saya berada d stopan, tiba2 ada ibu2 seperti pengemis,memukul kakak saya menggunakan batu besar,lalu kami terkejut karna si ibu tiba2 datang dari belakang memukul tangan dengan keras,hingga tangan kakak saya bengkak. Saya mohon bapak untuk memperhatikan pengemis2 yang ada d stopan, kalau bisa jangan ada pengemis d stopan. Terimakasih.",Dinas Sosial dan Penanggulangan Kemiskinan Kota Bandung,  Lain-lain
kekerasan,"Yth. Kementerian Komunikasi dan Informatika

Saya adalah pemilik domain misselisa.com yang baru beberapa menit yang lalu saya buat. Domain yang baru saja saya daftarkan ini terblokir oleh internet positif, padahal sama sekali belum memiliki kontent apapun. Berikut saya lampirkan hasil screenshot isi dari misselisa.com yang hanya ada page selamat datang. Saya dapat screenshot karena saya menggunakan vpn di HP agar bisa membuka misselisa.com.

Domain misselisa.com adalah domain baru yang masih kosong dan sama sekali tidak mengandung unsur pornografi, SARA, Perjudian, Kekerasan, radikalisme dan lain-lain. Domain yang saya daftarkan melalui idhostinger.
Mohon ditinjau kembali dan segera dibuka blokir atas domain misseliisa.com agar segera  dapat diakses oleh publik.",Direktorat Jenderal Aplikasi Informatika,  Topik Lainnya
kekerasan,"tolong jangan hanya anime yang Anda blokir. blokir juga sinetron india yang jelas-jelas mencontohkan pemufakatan jahat dan sinetron ""ANAK JALANAN"" yang jelas-jelas menampilkan adegan kekerasan dan jam tayangnya berada di jam belajar anak sehingga anak tidak belajar dengan maksimal.",Kementerian Komunikasi dan Informatika,  Teknologi Informasi dan Komunikasi
kekerasan,"Saya warga surabaya , tadi pagi saya mendapat tindakan tidak menyenangkan dari polisi lalu lintas. Ketika saya sedang mengendarai sepeda motor, saya di tendang. Untung saya tidak jatuh. Apakah memang seperti itu cara menghentikan pengemudi yg melanggar? Apakah harus memakai kekerasan?",Kepolisian Negara Republik Indonesia,  Kepolisian
kekerasan,"Kepada Yth. Pemerintah pusat Republik Indonesia, Yth. Kepolisian Republik Indonesia, Yth. Pemerintah Provinsi Jawa Tengah, Yth. Pemerintah kota Semarang, Yth. Dinas Pasar Karangayu Semarang. Saya ingin melaporkan bahwa di Pasar Karangayu Semarang Barat terutama pasar pagi yang berjualan pada jam 2 pagi di sepanjang jalan Cempolorejo Raya telah terjadi pungutan liar yang dilakukan oleh preman setempat yang bernama saudara Slamet terhadap para pedagang pasar karangayu. Dan diduga preman saudara slamet ini mendapat perlindungan dari oknum aparat dari lembaga kepolisian. Preman saudara slamet ini meminta dan memaksa pungli terhadap para pedagang pasar setiap hari. Dan apabila ada pedagang pasar yang tidak mau memberikan uang maka saudara slamet ini akan mengancam pedagang pasar tersebut dengan cara akan membongkar lapaknya seacara kekerasan dan anarkis. Dan preman slamet ini juga mencarikan dan menjual belikan tanah lapak untuk pedagang baru yang akan berjualan di pasar tersebut. Padahal tanah lapak itu sudah ada yang menempati dan yang menepati itu sudah berjualan cukup lama di situ. Tolong pihak Pemerintah pusat, kepolisian, pemprov Jawa Tengah, pemkot Semarang, dan Dinas Pasar Karangayu Semarang bekerja sama untuk memberantas aksi premanisme tersebut terutama di pasar dan di wilayah kampung. Dan apalagi sampai ada oknum aparat kepolisian atapun oknum aparat TNI yang melindungi aksi premanisme tersebut. Karena aksi premanisme di Indonesia masih sangat banyak dan meresahkan warga sekitar. Jangan sampai negara kalah dengan aksi premanisme. Karena saya yakin bahwa Indonesia merupakan negara yang rakyatnya ramah, santun, toleransi, dan saling menghormati. Saya mohon pemerintah untuk menindak tegas preman Pasar Karangayu yang bernama saudara slamet dan gerombolannya. Terima kasih",Dinas Pasar Kota Semarang,  Keamanan dan Ketertiban Masyarakat
kekerasan,"Saya orang tua siswa.dari sekolah smkn 1 cilaku cianjur. Saya mohon bantuan atas tindakan guru yang bernama bapak Rediyana,S.Pd yang tidak wajar.dalam mendidik. Seperti tamparan,pukulan.sampai tendangan, kami mohon dengan sangat kepedulian lembaga terkait",Dinas Pendidikan Dan Kebudayaan Kabupaten Cianjur,  Pendidikan
kekerasan,"Asslm. Kpd Yth. Bpk Bupati dan Wabup. Stop kekerasan thdp anak didik Bnyk laporan dari murid2 SMPN 1 Kalitidu,ada slh satu oknum guru olahraga berinisial SN yg mendidik murid2nya dgn menggunakan kekerasan fisik. Itu sdh trjdi puluhan thn yg lalu. Dimohon,kpd dinas terkait utk menindak tegas oknum guru tsb.",Dinas Pendidikan Kab. Bojonegoro,  Pendidikan
kekerasan,"Adanya perintah atau peraturan secara lisan dari Dinas Pendidikan Beberapa Kab/Kota di Sumatera Barat melalui jajarannya, kepada Guru Pendidikan Jasmani Olahraga dan Kesehatan (PJOK) yang mengajar pada Sekolah Dasar yang memakai Kurikulum KTSP (kurikulum 2006) yang hanya memiliki 6 rombel (kelas 1 s/d kelas 6), untuk menambah jam mengajar (jam tatap muka) ke sekolah lain. Karena pihak Dinas Pendidikan Beberapa Kab/Kota di Sumatera Barat berpendapat Jumlah Jam Mengajar guru PJOK tidak cukup 24 jam, jika disekolah itu hanya terdapat 6 rombel (kelas 1 s/d 6), dan jika si Guru Pendidikan Jasmani Olahraga dan Kesehatan tidak mau menambah jam kesekolah lain maka sertifikasinya terancam batal atau tidak dibayarkan. Yang mana sebenarnya pendapat ini tidak memiliki landasan hukum sama sekali dan bertolak belakang dengan ketentuan dan kaedah yang telah diatur dalam Lampiran Peraturan Mentri Pendidikan Nasional Nomor 22 tahun 2006 tentang Standar isi pada bagian struktur kurikulum SD/MI.

Dikatakan bertolak belakang, karena ketentuan yang terdapat pada pada BAB II Lampiran Permendiknas Nomor 22 tahun 2006 ini sebenarnya telah mengakomodir kebutuhan Jumlah Jam Mengajar Minimal 24 jam  untuk seluruh guru yang ada pada Sekolah Dasar yang hanya memiliki 6 rombongan belajar (kelas 1 s/d kelas 6). Dengan estimasi jumlah guru yang ada disekolah tersebut adalah 6 orang guru kelas, 1 orang guru Pendidikan Agama, 1 orang guru Pendidikan Jasmani Olahraga dan Kesehatan dan satu orang Kepala Sekolah. Ketercukupan Jumlah Jam Mengajar Minimal 24 jam bagi guru di Sekolah Dasar ini juga diperkuat oleh Buku Tanya Jawab Tentang Ekuivalensi Kegiatan Pembelajaran keluaran Kementrian Pendidikan dan Kebudayaan Tahun 2015, yang mana pada point nomor 7 dalam buku tersebut dengan sangat jelas dikatakan bahwa :

“Alokasi waktu mata pelajaran Pendidikan Agama dan guru Pendidikan Jasmani, Olahraga, dan Kesehatan dalam struktur kurikulum SD berdasarkan Kurikulum 2013 dan Kurikulum Tahun 2006 tidak mengalami perubahan, sehingga tidak ada masalah dalam pemenuhan beban mengajar minimal 24 jam tatap muka per minggu jika rombongan belajarnya mencukupi. Apabila rombongan belajarnya tidak mencukupi, guru-guru mata pelajaran tersebut, terutama yang telah bersertifikat pendidik tidak hanya dapat mengajar di sekolahnya, namun juga bisa mengajar di SD lain, SMP, SMA, atau SMK untuk mata pelajaran yang sama dengan sertifikat pendidiknya. Dengan demikian tidak diperlukan kegiatan ekuivalensi dalam pemenuhan beban mengajarnya”.

Yang dimaksud dengan rombongan belajar mencukupi pada Buku Tanya jawab tersebut adalah Sekolah Dasar yang memiliki 6 rombongan belajar, yaitu kelas 1 s/d kelas 6 yang di ajar oleh satu orang guru mata pelajaran PJOK. Hal ini dapat dibuktikan dengan sebaran Jam mengajar yang akan dijelaskan pada Contoh Sebaran Jumlah Jam Mengajar yang mengacu pada ketentuan Permendiknas Nomor 22 Tahun 2006  pada BAB II tulisan ini. 

Dan lucunya, peraturan ini yang menjadi korban dalam hal ini hanya guru Pendidikan Jasmani Olahraga dan Kesehatan saja, sehingga dapat dikatakan bahwa ini adalah peraturan yang diskriminatif, memberikan pembatasan dan pelarangan yang menghambat guru dalam melaksanakan tugasnya. Sehingga peraturan ini malah melanggar Pasal 41 ayat 1 dan 2 pada Peraturan Pemerintah Nomor 74 tahun 2008 tentang Guru, yang berbunyi ;

“Pasal 41 ayat 1 : Guru berhak mendapatkan perlindungan hukum dari tindak kekerasan, ancaman, perlakuan diskriminatif, intimidasi, atau perlakuan tidak adil dari pihak peserta didik, orang tua peserta didik, Masyarakat, birokrasi, atau pihak lain.

Pasal 41 ayat 2 : Guru berhak mendapatkan perlindungan profesi terhadap pemutusan hubungan kerja yang tidak sesuai dengan ketentuan peraturan perundang-undangan, pemberian imbalan yang tidak wajar, pembatasan dalam menyampaikan pandangan, pelecehan terhadap profesi, dan pembatasan atau pelarangan lain yang dapat menghambat Guru dalam melaksanakan tugas.”

B. Potensi Masalah
 Perintah dari Dinas Pendidikan Beberapa Kab/Kota di Sumatera Barat ini memiliki beberapa potensi masalah dan berimplikasi kepada hal-hal berikut :
1. Jika Guru Pendidikan Jasmani PNS baik yang telah sertifikasi ataupun yang belum sertifikasi menambah jam ke sekolah lain, maka akan berakibat tersingkirnya guru Pendidikan Jasmani Honorer dari nominasi atau calon penerima Subsidi Tunjangan 

Fungsional, yang mana guru honorerpun memiliki kebutuhan dan hak yang sama akan Jumlah Jam Mengajar 24 jam.
2. Dikhawatirkan Dinas Pendidikan Beberapa Kab/Kota di Sumatera Barat akan keliru dalam mempergunakan kewenangannya untuk menghambat / membatalkan pencairan Tunjangan Guru Pendidikan Jasmani Olahraga dan Kesehatan  yang tidak menambah Jam ke sekolah lain dengan alasan dan kerangka berfikir yang tidak sesuai dengan peraturan perundang-undangan.
3. Terjadinya pelanggaran terhadap pasal 41 ayat 1 dan 2 pada Peraturan Pemerintah nomor 74 tahun 2008 tentang Guru.
4. Terjadinya penurunan mutu dan kualitas proses pembelajaran Pendidikan Jasmani di Sekolah Dasar karena guru Pendidikan Jasmani merasa di halang-halangi, di hambat serta diperumit dalam menunaikan hak dan kewajibannya. Dan jika pembelajaran penjas tidak bermutu, maka akan berimplikasi dengan menurunnya kebugaran dan kesegaran jasmani peserta didik disekolah sehingga mengakibatkan menurunnya daya konsentrasinya dalam mengikuti pembelajaran di kelas. Karena mata pelajaran Pendidikan Jasmani Olahraga dan Kesehatan adalah bagian yang tidak terpisahkan dari Tujuan Pendidikan Nasional secara holistic atau menyeluruh.

BAB II
KAJIAN PERATURAN PERUNDANG-UNDANGAN


A. KETENTUAN / KORIDOR LAMPIRAN PERMENDIKNAS NOMOR 22 TAHUN 2006 YANG BERKENAAN DENGAN JUMLAH JAM MENGAJAR DI SEKOLAH DASAR

Lampiran Peraturan Menteri Pendidikan Nasional Nomor 22 Tahun 2006 tentang Standar Isi, pada bagian Struktur Muatan Kurikulum SD / MI memberikan koridor sebagai berikut :

1. Tabel Struktur Kurikulum SD / MI


2. Untuk kelas 1, 2 dan 3 tidak di atur porsi jumlah jam mengajar per mata pelajaran, dalam hal ini tergantung kepada Sekolah mengalokasikan jam pembelajaran per mata pelajaran. Yang diatur hanya total jam per kelas saja,  yaitu 26, 27 dan 28 secara berurutan.
3. Sebelum tabel struktur kurikulum diatas (tepatnya pada point d), dalam lampiran permendiknas tersebut juga ada ketentuan bahwa sekolah dimungkinkan menambah maksimal 4 jam pembelajaran perminggu per kelas kedalam mata pelajaran apa saja secara keseluruhan. Hal ini diperkuat dengan ketentuan yang ada pada Manual Validasi Pengisian Data Pada Aplikasi Dapodikdas Untuk Proses Tunjangan Guru terbitan Kemendikbud Tahun 2014, pada halaman 7 point ketiga.


B. CONTOH SEBARAN JAM MENGAJAR PADA SEKOLAH DASAR YANG MEMAKAI KURIKULUM 2006 ATAU KTSP

 Sebaran jam yang dicontohkan dibawah ini adalah sebaran jam untuk Sekolah Dasar yang memakai kurikulum KTSP atau kurikulum 2006 dan hanya memiliki 6 kelas/rombel (kelas 1 s/d 6). Sebaran ini mengacu kepada koridor yang telah ditetapkan oleh Lampiran Permendiknas Nomor 22 tahun 2006 tentang Standar Isi, yang mengakomodir kebutuhan Jumlah Jam Mengajar 24 jam untuk :
1. 6 orang guru kelas
2. 1 orang guru Pendidik Agama
3. 1 orang Guru Pendidikan Jasmani Olahraga dan Kesehatan
4. 1 orang Kepala Sekolah

Tabel contoh sebaran Jumlah Jam Mengajar :

Contoh 1 .
Jenis Guru KELAS Total Jam
 1 2 3 4 5 6 
Guru Kelas 24 24 24 25 25 25 
Guru PAI 1+1 1+2 2+2 3+2 3+2 3+2 24
Guru PJOK 1+3 2+2 2+2 4 4 4 24
Kepsek     +2 +2 +2 6
Total  26 + 4 27 + 4 28 + 4 32 + 4 32 + 4 32 + 4 






 Contoh 2.
Jenis Guru KELAS Total 
Jam
 1 2 3 4 5 6 
Guru Kelas 22 + 2 22 + 2 22 + 2 25 25 25 
Guru PAI 2 1 + 2 2 + 2 3+2 3+2 3+2 24
Guru PJOK 2 + 2 4 4 4 4 4 24
Kepsek     +2 +2 +2 6
Total  26 + 4 27 + 4 28 + 4 32 + 4 32 + 4 32 + 4 





?
Keterangan tabel :

1. JJM dibelakang tanda (+) adalah tambahan 4 jam  sesuai dengan ketentuan Permendiknas nomor 22 tahun 2006.
2. Kepala sekolah mengambil Jam dari tambahan 4 jam sebanyak 2 jam  x 3 rombel (kelas 4, 5 dan 6), boleh di ambil mapel apa saja sesuai dengan bidang sertifikasinya, hal ini sesuai dengan ketentuan Manual Validasi Pengisian Data Pada Aplikasi Dapodikdas Untuk Proses Tunjangan Guru terbitan Kemendikbud Tahun 2014, halaman 8 point kesatu dan kedua.
3. Kepala Sekolah menurut ketentuan PP 74 tahun 2008 tentang Guru dan Permendikbud Nomor 17 tahun 2016 hanya dibebankan mengajar / tatap muka sebanyak 6 jam pembelajaran, karena tugas tambahannya sebagai Kepala Sekolah di hitung sebanyak 18 jam, sehingga jamnya cukup 24 jam (6 Jam Mengajar + 18 jam Tugas Tambahan).
4. Pengalokasian JJM pada kelas rendah baik jam wajib ataupun jam wajib tambahan 4 jam tergantung kepada kebutuhan sekolah (diatur oleh sekolah masing-masing).

 Dari contoh sebaran Jumlah Jam Mengajar di atas dapat disimpulkan bahwa, tidak ada masalah sama sekali dalam pemenuhan Jumlah Jam Mengajar minimal 24 jam pada SD yang memakai KTSP dan hanya memiliki rombongan belajar 6 kelas seperti yang dikatakan oleh Pihak DInas Pendidikan Beberapa Kab/Kota di Sumatera Barat. Sehingga dapat dikatakan juga bahwa peraturan itu adalah peraturan yang cacat hukum dan seharusnya batal demi hukum. Karena menurut logika hukum, seharusnya peraturan yang dibuat pada tingkat Dinas Pendidikan tersebut merujuk kepada Peraturan Perundang-undangan yang berlaku di tingkat pusat.
 Hal ini juga sekaligus membuktikan point nomor 7 pada Buku tanya jawab tentang ekuivalensi, bahwa 6 rombongan belajar (kelas 1 sampai dengan kelas 6) adalah rombongan belajar yang cukup jika di ajar oleh 1 orang guru PJOK. Jika terdapat kelebihan guru pada Sekolah, baru lah pemenuhan jam mengajarnya itu dilakukan dengan cara mencari tambahan jam mengajar ke sekolah lain. Contoh, jika pada sekolah yang hanya memiliki 6 rombel, terdapat 2 orang guru PJOK. Maka kedua-duanya wajib mencari tambahan jam mengajar ke sekolah lain, sesuai dengan bidang sertifikasinya. Karena walaupun mencari tambahan jam disekolah lain, mereka juga wajib untuk mengajar minimal 6 jam pembelajaran pada satuan administrasi pangkal nya.


?
BAB III
PENUTUP

A. KESIMPULAN DAN SARAN
 Dengan adanya peraturan yang asal jadi tentang Jumlah Jam Mengajar di tingkat Dinas Pendidikan Beberapa Kab/Kota di Sumatera Barat, sangat berpotensi menimbulkan kekacauan secara masif terhadap pembagian tugas guru-guru PJOK di Kabupaten Padang Pariaman. Hal ini dapat memberikan citra tidak baik kepada Dinas Pendidikan Kabupaten Padang Pariaman secara institusi. Seharusnya Dinas pendidikan membuat kebijakan sesuai dengan peraturan perundang-undangan yang berlaku, bukan malah melanggar peraturan yang berlaku.
 Jika karena perintah dari Dinas Pendidikan tersebut terjadi kerancuan dalam penyusunan KTSP Dokumen satu dan SK Pembagian Tugas pada Sekolah Dasar, maka Dinas Pendidikan berkewajiban secara moral mengeluarkan surat edaran yang isinya memerintahkan agar pihak Sekolah segera merevisi KTSP Dokumen satu dan SK Pembagian Tugas yang telah terlanjur dibuat tersebut, sehingga sesuai dengan peraturan perundang-undangan yang berlaku dan mengakomodir kebutuhan 24 jam mengajar minimal bagi seluruh guru, sebagaimana yang telah dijabarkan didalam BAB II tulisan ini.

B. Daftar Rujukan
1. Peraturan Pemerintah Nomor 74 tahun 2008 tentang Guru
2. Peraturan Pemerintah Nomor 19 tahun 2005 tentang Standar Nasional Pendidikan
3. Peraturan Mentri Pendidikan Nasional Nomor 22 tahun 2006 tentang Standar isi
4. Peraturan Mentri Pendidikan dan Kebudayaan Nomor 4 tahun 2015 tentang Ekuivalensi kegiatan pembelajaran/pembimbingan bagi guru yang bertugas pada SMP/SMA/SMK yang melaksanakan kurikulum 2013 pada semester pertama menjadi kurikulum tahun 2006 pada semester kedua Tahun Pelajaran 2014/2015
5. Buku tanya jawab tentang Ekuivalensi kegiatan pembelajaran/pembimbingan bagi guru yang bertugas pada smp/sma/smk yang melaksanakan kurikulum 2013 pada semester pertama menjadi kurikulum tahun 2006 pada semester kedua tahun pelajaran 2014/2015
6. Peraturan Mentri  Pendidikan dan Kebudayaan Nomor 17 tahun 2016 tentang Petunjuk Tekhnis Penyaluran Tunjangan Profesi dan Tambahan Penghasilan Bagi Guru Pegawai Negeri Sipil Daerah.
7. Manual Validasi Pengisian Data pada Aplikasi Dapodikdas Untuk Proses Tunjangan Guru.





",Kementerian Pendidikan dan Kebudayaan,  Pendidikan
kekerasan,"Pak Walikota Semarang, mohon tindakan pemukulan maupun kekerasan lain dari kru BRT tidak terulang lagi, apalagi banyak kru BRT terutama supir dan kondektur bergaya preman","Dinas Perhubungan, Komunikasi, dan Informatika Kota Semarang",  Transportasi Darat
kekerasan,"Saya ingin bertanya mengenai kegiatan ospek yang ada di perguruan tinggi. Mengapa sampai saat ini kegiatan ospek tersebut selalu berhubungan dengan kekerasan, penindasan dan pelecehan terhadap mahasiswa baru yang ingin menuntut ilmu? Bahkan di salah satu politeknik negeri yang ada di Balikpapan masih ada tindakan-tindakan di dalam kegiatan tersebut yang bersifat menindas, melecehkan serta semena-mena yang dilakukan oleh para senior. Jika hal seperti ini terus berlangsung, maka akan banyak mahasiswa yang merasa tertindas dan terintimidasi. Bahkan beberapa mahasiswa baru ada yang jatuh sakit dan sampai jatuh pingsan karena selalu dijemur di bawah terik sinar matahari dan kegiatan-kegiatan lainnya. Saya mohon agar hal seperti ini segera ditindaklanjuti, agar para siswa dan mahasiswa baru tidak merasa takut saat baru masuk ke sekolah ataupun perguruan tinggi. Terima kasih.",Direktorat Pembelajaran dan Kemahasiswaan,  Perundungan (Bullying)
kekerasan,"Saya adalah pelajar dari salah satu sekolah kawasan di surabaya pusat. Walaupun sekolah saya ini berlabel sekolah kawasan (sekolah paling favorit) di dalamnya tak lepas dari kasus bullying. Saya setiap hari selalu diganggu dengan berbagai macam gangguan dari teman saya. Entah itu memasukkan sampah ke dalam botol minum saya, menyembunyikan barang barang saya, dan lain sebagainya. Mungkin hal ini tidak sampai menyangkut kekerasan. Tetapi, di kelas lain pernah sampai kekerasan. Hal ini menyebabkan pembelajaran saya terganggu dan seperti ada rasa pembunuhan karakter di dalamnya. Dimana pihak Bimbingan Konseling juga tidak jelas, mungkin nasihat pertama kali yang diberikan. Tetapi hal itu hanya berujung nasihat terus sampai masalah itu menguap. Tidak ada pemanggilan orang tua atau efek jera. Pihak pem-bullying dengan seenaknya berperilaku. Penglihatan orang dari luar akan smp ini memang sangat baik. Tetapi bisa dikatakan di dalamnya sangatlah busuk. Saya kira perlunya sosialisasi atau peneguran terhadap sekolah untuk mengatasi ini semua dan/atau dengan kebijakan instansi pembinaan moral masyarakat terkait. Disini saya masih bisa menyampaikan ini kepada anda melalui surat online seperti ini. Sebelum nasib saya sama seperti teman saya yang mulai tertekan. Saya harap pihak KPAI dan lain sebagainya bisa mengatasi masalah ini dengan baik dan selesai bagaimanapun caranya. Saya disini mendesak dengan segala rasa hati saya. Harap untuk ditindaklanjuti laporan ini dengan baik dan benar.",Kementerian Pendidikan dan Kebudayaan,  Pendidikan Dasar dan Menengah (Dikdasmen)
kekerasan,"Kepada Yth. Pemprov DKI Jakarta.
Tempat larangan untuk PKL agar di jaga 2 sampai 5.satpol p.p dari pagi jam 06.00-18.00/20.00 di bagi 2 shift dan dibekali sepeda saja dan senyum ramah kepada siapapun yang ingin membuka lapak dagangannya. saya yakin mereka bisa ditertibkan dengan cara persuasif dan halus tidak dengan cara kekerasan.atas perhatian-nya saya ucapkan terima kasih.",Satuan Polisi Pamong Praja Provinsi DKI Jakarta,"  Koperasi, UKM, dan Ekonomi Kreatif"
kekerasan,"Kepada
Yth. Pemerintah Provinsi DKI Jakarta.


Mohon untuk Pemprov DKI Jakarta mengatasi tindak pemalakan oleh preman yang berpura pura mengamen di angkutan umum, sudah belasan kali saya menjadi korban di wilayah Jatinegara, Jakarta Timur, tepatmya ada di depan gedung ex PGJ. Saya selalu diancam jika saya tidak memberikan uang dengan ancaman kekerasan yaitu dikeroyok ditempat sekali lagi demi kenyamanan dan ketertiban bersama, saya minta kepada pihak Keamanan agar mengamankan preman preman tersebut karena korbanya bukan hanya saya saja dan orang disekitar tidak ada yang mau menolong sekalipun ada anggota kepolisian dan juga polsek yang ada didaerah itu. Terimakasih.",Kantor Walikota Jakarta Timur,"  Bidang Politik, Hukum, dan Keamanan"
kekerasan,"Lapor Pak, Saya mau menanyakan masalah kekerasan pada anak. Kemana saya harus melapor?",Pemerintah Provinsi Riau,  Permintaan Informasi
kekerasan,"Kepada Yth. Pemprov DKI Jakarta,
Maraknya kekerasan wanita dan anak tidak lepas dari adanya tayangan tv dan mudahnya akses internet. Di lingkungan sebelah selatan SMP 202 Pondok Bambu ada warga yang membuka warnet kadang sampai dinihari, pelanggannya anak2 remaja SMP tanpa pengawasan pengelola maupun pengurus RT. 016/06. Hal ini sangat meresahkan warga sekitar. Mohon dinas terkait untuk menindaklanjutinya, terima kasih.",Kantor Walikota Jakarta Timur,  Lingkungan Hidup
kekerasan,"Assalamualaikum,
Mengikuti arahan dari BNP2TKI bahwa kami dianjurkan utnuk mengadukan lagi ke Kemenlu perihal pengaduan kami ke BNP2TKI padahal saya sudah pernah mengadukan hal yang sama ke Kemenlu pada tanggal 13 Maret 2014 namun sampai saat ini belum ada tanggapan dari Kemenlu. Saya adalah keluarga dari TKI a.n. sdri. KURNIA BINTI MUHDOR yang sudah bekerja di Saudi Arabia sejak akhir 2007 sampai sekarang belum juga pulang ke tanah air. Beberapa waktu yang lalu saya menanyakan perihal laporan keluarga kami ke pihak BNP2TKI perihal informasi sdri. KURNIA BINTI MUHDOR, jawaban yang kami terima ialah bahwa KBRI menjawab surat dari BNP2TKI dan menjelaskan bahwa anggota keluarga kami dalam hal ini TKI yang bersangkutan dalam keadaan baik-baik saja dan akan dipulangkan oleh majikanya, namun setelah menunggu 1 tahun lebih setelah laporan terakhir saya TKI belum juga dipulangkan dan berdasarkan keterangan temannya yang satu pekerjaan dengan sdri. KURNIA, kami melihat adanya indikasi intimidasi dan kekerasan psikologis oleh majikannya yang bernama GALIYAH SAID ALMALIKI terhadap TKI. Kami mohon kepada kedutaan atau KBRI di Saudi Arabia supaya bisa memulangkan keluarga kami dengan selamat dan segera. Kami sekeluarga berharap mendapat balasan dari email ini sesegera mungkin.
Terima kasih, Wassalam.

Berikut saya lampirkan, capture email antara saya dan KUMHA dan tanda terima laporan pertama saya ke Kemenlu.",Badan Pelindungan Pekerja Migran Indonesia,  Buruh Migran
kekerasan,"Tolong untuk pihak terkait, tiap hari sekitar jam 06.30 ada anak kecil kira-kira usia 3 tahun disuruh jualan koran dan sering dipukuli sama orang tuanya yang menunggu di depan mebel Diana Jl dr. Cipto perempatan Milo. Kasihan anak kecil itu, mohon dipantau. Konfirmasi Pelapor : kadang berpindah di perempatan Jl Kartini",Dinas Sosial Kota Semarang,  Pemberdayaan Masyarakat
kekerasan,"Saya PNS, sekeluarga menggunakan ASKES. Saat ini istri saya dirawat di RSKD, diinfus, akibat pemukulan acak di jalanan. Diagnosa lisan: pingsan akibat benturan di kepala. Oleh pihak rumah sakit saya disuruh menjadi Pasien Umum karena katanya kekerasan tidak masuk dalam jaminan BPJS Kesehatan. Benarkah demikian? Istri saya tidak ingin terbuka kepada saya mengenai kejadian ini, sebab watak saya yang keras. Saya hanya tahu bahwa pemukulan ini dilakukan oleh orang mabuk di Poka (Jl. Ir. M. Putuhena). Oknum saya tidak tahu, tapi Ipar saya bisa menjadi saksi.",BPJS Kesehatan KC Ambon,  FKRTL tidak memberikan layanan pada peserta BPJS Kesehatan
