report#,token,tag
452,kali,
452,juga,
452,penuh,
452,dengan,
452,rumah-rumah,
452,kumuh,
452,.,
452,mohon,
452,tindak,
452,lanjutnya,
452,.,
452,terima,
452,kasih,
452,.,
453,selamat,
453,siang,
453,yang,
453,terhormat,
453,bpk/ibu,
453,saya,
453,mau,
453,melapor,
453,laki2,
453,yang,
453,merupakan,
453,bapak,
453,anak,
453,saya,
453,",",
453,tapi,
453,tidak,
453,mau,
453,kasih,
453,surat,
453,resmi,
453,menikah,
453,",",
453,akta,
453,anak,
453,saya,
453,adalah,
453,“,
453,anak,
453,seorang,
453,ibu,
453,”,
453,",",
453,dan,
453,kakak,
453,hanya,
453,ada,
453,saya,
453,dan,
453,anak,
453,saya,
453,.,
453,selama,
453,3th,
453,saya,
453,mengalami,
453,tindakan,
453,abusive,
453,mulai,
453,dari,
453,fisik,
453,",",
453,verbal,
453,",",
453,financial,
453,",",
453,mental,
453,dan,
453,emosi,
453,.,
453,sd,
453,saat,
453,ini,
453,saya,
453,sudah,
453,pergi,
453,menjauh,
453,tetapi,
453,ybs,
453,tetap,
453,datang,
453,ke,
453,tempat,
453,saya,
453,",",
453,dengan,
453,berbagai,
453,alasan,
453,mengganggu,
453,ketenangan,
453,hidup,
453,saya,
453,dan,
453,anak,
453,saya,
453,.,
453,saya,
453,takut,
453,karena,
453,dia,
453,sering,
453,bertindak,
453,anarkis,
453,",",
453,tidak,
453,jarang,
453,memukul,
453,",",
453,membentak,
453,",",
453,memaki,
453,.,
453,dan,
453,dari,
453,dulu,
453,sering,
453,mengancam,
453,“,
453,akan,
453,ambil,
453,anak,
453,saya,
453,dan,
453,tidak,
453,akan,
453,ketemu,
453,smpai,
453,saya,
453,mati,
453,”,
453,selalu,
453,mengancam,
453,“,
453,akan,
453,ambil,
453,anak,
453,saya,
453,”,
453,yang,
453,mn,
453,jelas2,
453,itu,
453,adalah,
453,di,
453,akta,
453,lahir,
453,“,
453,anak,
453,dari,
453,seorang,
453,ibu,
453,”,
453,yaitu,
453,saya,
453,.,
453,mohon,
453,bantuanya,
453,.,
453,terima,
453,kasih,
453,.,
454,kami,
454,warga,
454,masyarakat,
454,adat,
454,labo,
454,yang,
454,tergabung,
454,dalam,
454,aliansi,
454,masrakat,
454,adat,
454,labo,
454,(,
454,amal,
454,),
454,menyatakan,
454,bahwa,
454,kami,
454,keberatan,
454,dan,
454,menolak,
454,rencana,
454,pemerintah,
454,untuk,
454,membangun,
454,waduk,
454,lambo,
454,yang,
454,rencananya,
454,akan,
454,dibangun,
454,di,
454,desa,
454,labolewa,
454,kecamatan,
454,.,
454,aesesa,
454,kabupaten,
454,nagekeo,
454,provinsi,
454,ntb,
454,.,
454,menurut,
454,kami,
454,",",
454,pembangunan,
454,tersebut,
454,akan,
454,menimbulkan,
454,bencana,
454,alam,
454,",",
454,sosial,
454,budaya,
454,",",
454,dan,
454,lingkungan,
454,di,
454,desa,
454,kami,
454,.,
454,bencana,
454,alam,
454,akan,
454,merusak,
454,tatanan,
454,alam,
454,yang,
454,ada,
454,disekitar,
454,desa,
454,kami,
454,.,
454,bencana,
454,sosial,
454,budaya,
454,adalah,
454,hilangnya,
454,tempat-tempat,
454,ritual,
454,adat,
454,sehingga,
454,dapat,
454,meruntuhkan,
454,nilai-nilai,
454,budaya,
454,yang,
454,sudah,
454,turun,
454,temurun,
454,kami,
454,jaga,
454,.,
454,dan,
454,bencana,
454,lingkungan,
454,adalah,
454,hilangnya,
454,perumahan,
454,masyarakat,
454,yang,
454,disebabkan,
454,karena,
454,pembangunan,
454,tersebut,
454,.,
454,kami,
454,masyarakat,
454,labo,
454,tidak,
454,membutuhkan,
454,pembangunan,
454,waduk,
454,tersebut,
454,.,
454,menurut,
454,kami,
454,",",
454,jika,
454,berkenan,
454,mmbantu,
454,kebutuhan,
454,kami,
454,dalam,
454,memenuhi,
454,kebutuhan,
454,air,
454,bersih,
454,dan,
454,pengairan,
454,pertanian,
454,sebaiknya,
454,pemerintah,
454,membangun,
454,embung-embung,
454,di,
454,wilayah,
454,kami,
454,.,
455,saya,
455,adalah,
455,pelajar,
455,dari,
455,salah,
455,satu,
455,sekolah,
455,kawasan,
455,di,
455,surabaya,
455,pusat,
455,.,
455,walaupun,
455,sekolah,
455,saya,
455,ini,
455,berlabel,
455,sekolah,
455,kawasan,
455,(,
455,sekolah,
455,paling,
455,favorit,
455,),
455,di,
455,dalamnya,
455,tidak,
455,lepas,
455,dari,
455,kasus,
455,bullying,
455,.,
455,saya,
455,setiap,
455,hari,
455,selalu,
455,diganggu,
455,dengan,
455,berbagai,
455,macam,
455,gangguan,
455,dari,
455,teman,
455,saya,
455,.,
455,entah,
455,itu,
455,memasukkan,
455,sampah,
455,ke,
455,dalam,
455,botol,
455,minum,
455,saya,
455,",",
455,menyembunyikan,
455,barang,
455,barang,
455,saya,
455,",",
455,dan,
455,lain,
455,sebagainya,
455,.,
455,mungkin,
455,hal,
455,ini,
455,tidak,
455,sampai,
455,menyangkut,
455,kekerasan,
455,.,
455,tetapi,
455,",",
455,di,
455,kelas,
455,lain,
455,pernah,
455,sampai,
455,kekerasan,
455,.,
455,hal,
455,ini,
455,menyebabkan,
455,pembelajaran,
455,saya,
455,terganggu,
455,dan,
455,seperti,
455,ada,
455,rasa,
455,pembunuhan,
455,karakter,
455,di,
455,dalamnya,
455,.,
455,dimana,
455,pihak,
455,bimbingan,
455,konseling,
455,juga,
455,tidak,
455,jelas,
455,",",
455,mungkin,
455,nasihat,
455,pertama,
455,kali,
455,yang,
455,diberikan,
455,.,
455,tetapi,
455,hal,
455,itu,
455,hanya,
455,berujung,
455,nasihat,
455,terus,
455,sampai,
455,masalah,
455,itu,
455,menguap,
455,.,
455,tidak,
455,ada,
455,pemanggilan,
455,orang,
455,tua,
455,atau,
455,efek,
455,jera,
455,.,
455,pihak,
455,pem-bullying,
455,dengan,
455,seenaknya,
455,berperilaku,
455,.,
455,penglihatan,
455,orang,
455,dari,
455,luar,
455,akan,
455,smp,
455,ini,
455,memang,
455,sangat,
455,baik,
455,.,
455,tetapi,
455,bisa,
455,dikatakan,
455,di,
455,dalamnya,
455,sangatlah,
455,busuk,
455,.,
455,saya,
455,kira,
455,perlunya,
455,sosialisasi,
455,atau,
455,peneguran,
455,terhadap,
455,sekolah,
455,untuk,
455,mengatasi,
455,ini,
455,semua,
455,dan/atau,
455,dengan,
455,kebijakan,
455,instansi,
455,pembinaan,
455,moral,
455,masyarakat,
455,terkait,
455,.,
455,disini,
455,saya,
455,masih,
455,bisa,
455,menyampaikan,
455,ini,
455,kepada,
455,anda,
455,melalui,
455,surat,
455,online,
455,seperti,
455,ini,
455,.,
455,sebelum,
455,nasib,
455,saya,
455,sama,
455,seperti,
455,teman,
455,saya,
455,yang,
455,mulai,
455,tertekan,
455,.,
455,saya,
455,harap,
455,pihak,
455,kpai,
455,dan,
455,lain,
455,sebagainya,
455,bisa,
455,mengatasi,
455,masalah,
455,ini,
455,dengan,
455,baik,
455,dan,
455,selesai,
455,bagaimanapun,
455,caranya,
455,.,
455,saya,
455,disini,
455,mendesak,
455,dengan,
455,segala,
455,rasa,
455,hati,
455,saya,
455,.,
455,harap,
455,untuk,
455,ditindaklanjuti,
455,laporan,
455,ini,
455,dengan,
455,baik,
455,dan,
455,benar,
455,.,
456,setiap,
456,hari,
456,banyak,
456,orang,
456,di,
456,perumahan,
456,bumi,
456,datarlaga,
456,desa,
456,sarigadung,
456,",",
456,kecamatan,
456,simpang,
456,empat,
456,kabupaten,
456,tanah,
456,bumbu,
456,propinsi,
456,kalimantan,
456,selatan,
456,yang,
456,membakar,
456,sampah,
456,di,
456,lingkungan,
456,perumahan,
456,.,
456,hal,
456,ini,
456,sangat,
456,berbahaya,
456,dapat,
456,menimbulkan,
456,kebakaran,
456,dan,
456,sesegera,
456,mungkin,
456,yang,
456,dihasilkan,
456,juga,
456,merusak,
456,kesehatan,
456,.,
456,saya,
456,sudah,
456,menanyakan,
456,melalui,
456,grup,
456,rt,
456,tentang,
456,aturan,
456,membakar,
456,sampah,
456,di,
456,lingkungan,
456,perumahan,
456,namun,
456,tidak,
456,mendapat,
456,tanggapan,
456,.,
456,padalah,
456,membakar,
456,sampah,
456,dilarang,
456,oleh,
456,peraturan,
456,di,
456,indonesia,
456,.,
456,mohon,
456,agar,
456,pihak,
456,terkait,
456,seperti,
456,dinas,
456,pemerintah,
456,desa,
456,",",
456,dinas,
456,lingkungan,
456,hidup,
456,",",
456,bpbd,
456,",",
456,dinas,
456,satpol,
456,pulang,
456,pergi,
456,dan,
456,damkar,
456,",",
456,dan,
456,dinas,
456,lainnya,
456,dapat,
456,membuat,
456,program,
456,sosialisasi,
456,serta,
456,penegakan,
456,peraturan,
456,tentang,
456,pembakaran,
456,sampah,
456,.,
456,peraturan,
456,sebaik,
456,apapun,
456,hanya,
456,akan,
456,menjadi,
456,pajangan,
456,jika,
456,tidak,
456,ada,
456,orang-orang,
456,yang,
456,berusaha,
456,menegakkannya,
456,.,
457,mohon,
457,bantuannya,
457,",",
457,kami,
457,dirongrong,
457,oleh,
457,preman,
457,yang,
457,sering,
457,memalak,
457,di,
457,perempatan,
457,lampu,
457,merah,
457,soekarno-hatta,
457,dengan,
457,leuwi,
457,panjang,
457,",",
457,dengan,
457,kekerasan,
457,dan,
457,caci,
457,maki,
458,kepada,
458,yang,
458,terhormat,
458,",",
458,bapak,
458,.,
458,walikota,
458,tangerang,
458,pusat,
458,pemerintahan,
458,kota,
458,tangerang,
458,.,
458,dan,
458,lembaga,
458,kementerian,
458,sosial,
458,prihal,
458,:,
458,bantuan,
458,tunai,
458,300rb,
458,(,
458,bst,
458,),
458,bantuan,
458,sosial,
458,perlu,
458,terlebih,
458,dahulu,
458,terlebih,
458,dahulu,
458,bahwa,
458,terdapat,
458,3,
458,bentuk,
458,bantuan,
458,sosial,
458,menuru,
458,t,
458,pasal,
458,6,
458,peraturan,
458,menteri,
458,sosial,
458,nomor,
458,1,
458,tahun,
458,2019,
458,tentang,
458,penyaluran,
458,belanja,
458,bantuan,
458,sosial,
458,di,
458,lingkungan,
458,kementerian,
458,sosial,
458,(,
458,“,
458,permensos,
458,1/2019,
458,”,
458,),
458,:,
458,bantuan,
458,sosial,
458,yang,
458,dimaksud,
458,dalam,
458,pasal,
458,5,
458,ayat,
458,(,
458,1,
458,),
458,diberikan,
458,dalam,
458,bentuk,
458,:,
458,uang,
458,;,
458,barang,
458,;,
458,dan,
458,/,
458,atau,
458,jasa,
458,.,
458,penerima,
458,bantuan,
458,sosial,
458,yang,
458,termasuk,
458,perorangan,
458,",",
458,keluarga,
458,",",
458,kelompok,
458,",",
458,dan,
458,/,
458,atau,
458,masyarakat,
458,memiliki,
458,kriteria,
458,masalah,
458,sosial,
458,yang,
458,meliputi,
458,:,
458,[,
458,1,
458,],
458,kemiskinan,
458,;,
458,keterlantaran,
458,;,
458,kedisabilitasan,
458,;,
458,keterpencilan,
458,;,
458,ketunaan,
458,sosial,
458,atau,
458,penyimpangan,
458,perilaku,
458,;,
458,korban,
458,bencana,
458,;,
458,dan,
458,/,
458,atau,
458,korban,
458,tindak,
458,kekerasan,
458,",",
458,eksploitasi,
458,",",
458,korban,
458,tindak,
458,kekerasan,
458,",",
458,narkotika,
458,",",
458,psikotropika,
458,",",
458,dan,
458,zat,
458,adiktif,
458,lainnya,
458,.,
458,hal,
458,ini,
458,sesuai,
458,dengan,
458,kriteria,
458,fakir,
458,yang,
458,ditetapkan,
458,oleh,
458,menteri,
458,sosial,
458,sebagai,
458,dasar,
458,untuk,
458,melaksanakan,
458,fakir,
458,miskin,
458,.,
458,[,
458,2,
458,],
458,selanjutnya,
458,",",
458,pasal,
458,17,
458,ayat,
458,(,
458,1,
458,),
458,permensos,
458,1/2019,
458,menyebutkan,
458,:,
458,penerima,
458,bantuan,
458,sosial,
458,yang,
458,dimaksud,
458,dalam,
458,pasal,
458,12,
458,yang,
458,memiliki,
458,kategori,
458,miskin,
458,dan,
458,tidak,
458,mampu,
458,sumber,
458,datanya,
458,mengacu,
458,pada,
458,dt,
458,pfm,
458,dan,
458,otm,
458,kementerian,
458,sosial,
458,.,
458,yang,
458,dimaksud,
458,dengan,
458,dt,
458,pfm,
458,dan,
458,otm,
458,adalah,
458,akronim,
458,dari,
458,data,
458,terpadu,
458,penanganan,
458,fakir,
458,miskin,
458,dan,
458,orang,
458,tidak,
458,mampu,
458,yaitu,
458,basis,
458,data,
458,yang,
458,berisi,
458,nama,
458,dan,
458,alamat,
458,serta,
458,informasi,
458,sosial,
458,",",
458,ekonomi,
458,",",
458,dan,
458,demografi,
458,dari,
458,rumah,
458,tangga,
458,dengan,
458,status,
458,kesejahteraan,
458,terendah,
458,di,
458,indonesia,
458,dan,
458,data,
458,penyandang,
458,masalah,
458,kesejahteraan,
458,sosial,
458,lainnya,
458,yang,
458,telah,
458,dilaporkan,
458,dan,
458,divalidasi,
458,oleh,
458,kementerian,
458,sosial,
458,yang,
458,berkoordinasi,
458,dengan,
458,pemerintah,
458,daerah,
458,.,
458,[,
458,3,
458,],
458,upaya,
458,di,
458,atas,
458,merupakan,
458,bentuk,
458,penghormatan,
458,",",
458,pemenuhan,
458,hak,
458,atas,
458,kebutuhan,
458,dasar,
458,untuk,
458,menyejahterakan,
458,fakir,
458,miskin,
458,",",
458,serta,
458,memberikan,
458,perlindungan,
458,terhadap,
458,fakir,
458,miskin,
458,dari,
458,tindakan,
458,oknum,
458,yang,
458,menyalahgunakan,
458,bantuan,
458,sosial,
458,.,
458,meneruskan/,
458,menerangkan,
458,informasi,
458,aspirasi,
458,dari,
458,masyarakat,
458,",",
458,yang,
458,menyatakan,
458,bahwa,
458,tidak,
458,mendapatkan,
458,program,
458,bst,
458,pada,
458,tahap,
458,3,
458,dan,
458,4,
458,untuk,
458,wilayah,
458,kec.karawaci,
458,dan,
458,kec.cibodas,
458,bahwa,
458,masih,
458,banyak,
458,masyarakat,
458,kurang,
458,mampu,
458,tidak,
458,tercatat,
458,di,
458,tahap,
458,3,
458,dan,
458,4,
458,mohon,
458,dbantu,
458,",",
458,meminta,
458,dan,
458,memohon,
458,kepada,
458,lembaga,
458,pemerintah,
458,untuk,
458,melakukan,
458,peninjauan,
458,kembali,
459,selamat,
459,sore,
459,",",
459,hari,
459,ini,
459,saya,
459,merasa,
459,kecewa,
459,dengan,
459,tingkat,
459,keamanan,
459,di,
459,dki,
459,jakarta,
459,.,
459,saat,
459,saya,
459,memesan,
459,grab,
459,pulang,
459,kerja,
459,dari,
459,stasiun,
459,tanah,
459,abang,
459,dan,
459,saya,
459,meminta,
459,grab,
459,menjemput,
459,di,
459,pintu,
459,dekat,
459,polsek,
459,",",
459,saat,
459,grab,
459,saya,
459,datang,
459,tiba-tiba,
459,ada,
459,seorang,
459,laki-laki,
459,berbadan,
459,besar,
459,yang,
459,berteriak,
459,kalau,
459,tidak,
459,boleh,
459,menjemput,
459,di,
459,tempat,
459,tersebut,
459,dan,
459,menyuruh,
459,saya,
459,pergi,
459,ke,
459,lain,
459,arah,
459,.,
459,driver,
459,saya,
459,maju,
459,ke,
459,arah,
459,depan,
459,(,
459,karena,
459,saya,
459,baru,
459,pertama,
459,kali,
459,naik,
459,kereta,
459,dan,
459,saya,
459,orang,
459,luar,
459,daerah,
459,jakarta,
459,jadi,
459,saya,
459,tidak,
459,paham,
459,harus,
459,kemama,
459,),
459,dan,
459,saya,
459,mengikuti,
459,driver,
459,tersebut,
459,.,
459,saat,
459,driver,
459,saya,
459,berhenti,
459,tiba-tiba,
459,orang,
459,tersebut,
459,memukul,
459,helm,
459,driver,
459,dan,
459,mengambil,
459,secara,
459,paksa,
459,kunci,
459,motornya,
459,lalu,
459,di,
459,bentak,
459,di,
459,muka,
459,umum,
459,sampai,
459,beberapa,
459,orang,
459,lain,
459,menghampiri,
459,tetapi,
459,mereka,
459,juga,
459,ikut,
459,menghakimi,
459,dirver,
459,.,
459,saya,
459,pun,
459,di,
459,bentak,
459,karena,
459,menurut,
459,mereka,
459,sudah,
459,di,
459,tegur,
459,tetapi,
459,driver,
459,dan,
459,saya,
459,tidak,
459,menghiraukan,
459,.,
459,masalah,
459,di,
459,anggap,
459,selesai,
459,saat,
459,driver,
459,membelikan,
459,rokok,
459,.,
459,menurut,
459,saya,
459,",",
459,tidak,
459,masalah,
459,juga,
459,kalau,
459,ada,
459,keterbatasan,
459,tempat,
459,penjemputan,
459,asalkan,
459,ada,
459,pemberitahuan,
459,(,
459,seperti,
459,rambu-rambu,
459,),
459,bukan,
459,dengan,
459,kekerasan,
459,.,
459,saya,
459,merupakan,
459,orang,
459,baru,
459,di,
459,jakarta,
459,yang,
459,tidak,
459,tahu,
459,arah,
459,kalau,
459,pun,
459,orang,
459,itu,
459,menyuruh,
459,saya,
459,menunggu,
459,ke,
459,tempat,
459,lain,
459,harusnya,
459,dia,
459,menjelaskan,
459,saya,
459,harus,
459,ke,
459,arah,
459,mana,
459,(,
459,saya,
459,sudah,
459,bilang,
459,saya,
459,tidak,
459,tahu,
459,",",
459,baru,
459,pertama,
459,kali,
459,ke,
459,stasiun,
459,tanah,
459,abang,
459,tetapi,
459,orang,
459,tersebut,
459,cuma,
459,mengarahkan,
459,saya,
459,dengan,
459,kata,
459,“,
459,ke,
459,sana,
459,”,
459,),
459,.,
459,saya,
459,merasa,
459,terancam,
459,saat,
459,itu,
459,tetapi,
459,orang,
459,sekitar,
459,tidak,
459,ada,
459,yang,
459,berani,
459,menolong,
459,saya,
459,dan,
459,driver,
459,.,
460,lapor,
460,hendi,
460,..kmrn,
460,tanggal,
460,6,
460,januari,
460,2020,
460,jam,
460,13.09..sy,
460,naik,
460,brt,
460,jurusan,
460,mangkang,
460,saya,
460,kecopetan,
460,dompet..brt,
460,saat,
460,itu,
460,penuh,
460,.,
460,mohon,
460,solusinya,
460,.,
461,kepada,
461,",",
461,yang,
461,terhormat,
461,.,
461,pemerintah,
461,provinsi,
461,dki,
461,jakarta,
461,",",
461,setiap,
461,malam,
461,dan,
461,dini,
461,hari,
461,sering,
461,terjadi,
461,tawuran,
461,warga,
461,di,
461,jatinegara,
461,barat,
461,jakarta,
461,timur,
461,",",
461,tetapi,
461,aksi,
461,kepolisian,
461,setempat,
461,agak,
461,lambat,
461,dalam,
461,menangani,
461,tawuran,
461,tersebut,
461,padahal,
461,tkp,
461,tepat,
461,berada,
461,di,
461,belakang,
461,polres,
461,matraman,
461,jakarta,
461,timur,
461,.,
461,terima,
461,kasih,
461,atas,
461,perhatiannya,
461,.,
462,kepada,
462,yth.pemprov,
462,dki,
462,jakarta,
462,",",
462,saya,
462,ingin,
462,melaporkan,
462,bahwa,
462,di,
462,jalan,
462,karet,
462,pedurenan,
462,",",
462,kuningan,
462,",",
462,kecamatan,
462,setiabudi,
462,",",
462,tepatnya,
462,di,
462,depan,
462,indomaret,
462,akan,
462,terjadi,
462,banjir,
462,dikala,
462,intensitas,
462,hujan,
462,tinggi,
462,dan,
462,ini,
462,sangat,
462,mengganggu,
462,aktivitas,
462,.,
462,mungkin,
462,ada,
462,masalah,
462,dengan,
462,saluran,
462,airnya,
462,.,
462,mohon,
462,untuk,
462,segera,
462,dicek,
462,dan,
462,diperbaiki,
462,",",
462,terima,
462,kasih,
462,.,
463,salam,
463,",",
463,saya,
463,ingin,
463,melaporkan,
463,kegiatan,
463,bermain,
463,petasan,
463,di,
463,jalan,
463,terate,
463,raya,
463,",",
463,tambora,
463,",",
463,jembatan,
463,lima,
463,oleh,
463,sekelompok,
463,anak,
463,.,
463,kegiatan,
463,ini,
463,dimulai,
463,pada,
463,tanggal,
463,5,
463,mei,
463,2019,
463,dan,
463,masih,
463,berlangsung,
463,hingga,
463,saat,
463,ini,
463,.,
463,anak-anak,
463,ini,
463,biasa,
463,bermain,
463,petasan,
463,pada,
463,pukul,
463,8,
463,hingga,
463,10,
463,malam,
463,.,
463,sesekali,
463,pada,
463,jam,
463,3,
463,ketika,
463,orang-orang,
463,sedang,
463,sahur,
463,/,
463,tidur,
463,.,
463,sudah,
463,beberapa,
463,kali,
463,ditegur,
463,oleh,
463,orang,
463,yang,
463,lewat,
463,",",
463,namun,
463,tetap,
463,saja,
463,terjadi,
463,.,
463,mohon,
463,agar,
463,segera,
463,ditindaklanjuti,
463,karena,
463,saya,
463,khawatir,
463,dengan,
463,bahaya,
463,kebakaran,
463,yang,
463,mungkin,
463,terjadi,
463,akibat,
463,sulut,
463,api,
463,dari,
463,petasan,
463,dan,
463,korek,
463,api,
463,yang,
463,dimainkan,
463,oleh,
463,anak,
463,kecil,
463,.,
463,terima,
463,kasih,
464,di,
464,daerah,
464,rumah,
464,saya,
464,tepatnya,
464,jalan,
464,.,
464,jatibunder,
464,5,
464,rt12/rw09,
464,(,
464,rumah,
464,susun,
464,jatibunder,
464,),
464,di,
464,bulan,
464,puasa,
464,ini,
464,banyak,
464,anak2,
464,dan,
464,remaja,
464,yang,
464,bermain,
464,pesatan,
464,mulai,
464,dari,
464,jam,
464,8,
464,hingga,
464,saur,
464,",",
464,ini,
464,dapat,
464,mengganggu,
464,masyarakat,
464,yang,
464,ingin,
464,beristrirahat,
464,&,
464,pedagang,
464,.,
464,tidak,
464,hanya,
464,bermain,
464,petasan,
464,tetapi,
464,membuah,
464,kegaduhan,
464,saat,
464,membangunkan,
464,sahur,
464,.,
464,hampir,
464,setiap,
464,bulan,
464,ramadhan,
464,selalu,
464,ada,
464,tawuran,
464,yang,
464,saya,
464,takutkan,
464,terulang,
464,kembali,
464,di,
464,bulan,
464,ramadhan,
464,ini,
464,.,
464,mohon,
464,untuk,
464,di,
464,tindak,
464,lanjuti,
464,segera,
464,.,
465,kami,
465,warga,
465,masyarakat,
465,desa,
465,birawan,
465,",",
465,kecamatan,
465,ilebura,
465,",",
465,kabupaten,
465,.,
465,flores,
465,timur,
465,",",
465,provinsi,
465,.,
465,ntt,
465,ingin,
465,melapor,
465,.,
465,tahun,
465,2017,
465,dn,
465,2018,
465,kami,
465,diterpa,
465,badai,
465,sehingga,
465,rumah,
465,dan,
465,kebun,
465,hancur,
465,.,
465,kami,
465,hanya,
465,mendapatkan,
465,mi,
465,instan,
465,sarimi,
465,.,
465,kami,
465,disuruh,
465,membuka,
465,nomor,
465,rekening,
465,di,
465,bank,
465,dan,
465,di,
465,janjikan,
465,oleh,
465,pemerintah,
465,daerah,
465,akan,
465,mendapatkan,
465,uang,
465,dari,
465,negara,
465,namun,
465,sampai,
465,saat,
465,ini,
465,uang,
465,kami,
465,sudah,
465,dipotong,
465,pajak,
465,sehingga,
465,habis,
465,.,
465,bagaimana,
465,agar,
465,kami,
465,bisa,
465,mendapatkan,
465,kembali,
465,bantuan,
465,sosial,
465,?,
466,saya,
466,hendak,
466,lapor,
466,adanya,
466,pohon,
466,besar,
466,tumbang,
466,di,
466,jalan,
466,titian,
466,indah,
466,raya,
466,",",
466,kelurahan,
466,.,
466,kalibaru,
466,",",
466,kecamatan,
466,.,
466,medan,
466,satria,
466,",",
466,kota,
466,bekasi,
466,.,
466,lokasi,
466,dekat,
466,dengan,
466,pintu,
466,gerbang,
466,masuk,
466,perumahan,
466,titian,
466,indah,
466,.,
466,pohon,
466,tumbang,
466,tersebut,
466,roboh,
466,akibat,
466,hujan,
466,deras,
466,dan,
466,angin,
466,kencang,
466,.,
466,akibatnya,
466,",",
466,menghalangi,
466,mobilitas,
466,warga,
466,sekitar,
466,.,
466,mohon,
466,pihak,
466,terkait,
466,dapat,
466,segera,
466,melakukan,
466,evakuasi,
466,dengan,
466,memakai,
466,peralatan,
466,yang,
466,memadai,
466,dan,
466,melakukan,
466,pembersihan,
466,pohon,
466,tumbang,
466,tersebut,
466,.,
466,terima,
466,kasih,
467,mohon,
467,berikan,
467,sanksi,
467,kepada,
467,sctv,
467,yang,
467,menayangkan,
467,sinema,
467,elektronik,
467,cinta,
467,buta,
467,yang,
467,menampilkan,
467,adegan,
467,kekerasan,
467,pria,
467,terhadap,
467,wanita,
467,.,
467,selain,
467,itu,
467,mohon,
467,berikan,
467,sanksi,
467,berat,
467,kepada,
467,acara,
467,pesbukers,
467,antv,
467,dan,
467,pagi-pagi,
467,pasti,
467,bahagia,
467,trans,
467,tv,
467,karena,
467,dinilai,
467,tidak,
467,mendidik,
467,oleh,
467,netizen,
467,.,
468,mohon,
468,para,
468,aparat,
468,negera,
468,untuk,
468,menangkap,
468,anak,
468,anak,
468,yang,
468,terlibat,
468,geng,
468,mtr,
468,di,
468,semua,
468,daerah,
468,jabodetabek,
468,khususnya,
468,bogor,
468,depok,
468,yang,
468,udh,
468,rawan,
468,pembegagalan,
468,",",
468,di,
468,fb,
468,sudah,
468,banyak,
468,yang,
468,memberikan,
468,himbawaan,
468,dan,
468,bukti,
468,benar,
468,adanya,
468,anak,
468,anak,
468,geng,
468,mtr,
468,yang,
468,semuanya,
468,membawa,
468,senjata,
468,tajam,
468,",",
468,saya,
468,sebagai,
468,anak,
468,milenial,
468,sangat,
468,khawatir,
468,terhada,
468,orang,
468,orang,
468,yang,
468,bekerja,
468,buru,
468,mereka,
468,pulang,
468,larut,
468,malam,
468,masyarakat,
468,benar,
468,benar,
468,di,
468,buat,
468,resah,
468,oleh,
468,para,
468,anak,
468,anak,
468,silan,
468,itu,
469,lapor,
469,hendi,
469,didepan,
469,rumah,
469,dinas,
469,pengadilan,
469,di,
469,pamularsih,
469,hari,
469,senin,
469,pohon,
469,tumbang,
469,",",
469,sampai,
469,skg,
469,belum,
469,ada,
469,pembersihan,
469,dari,
469,pemerintah,
469,kota,
469,",",
469,sehingga,
469,saya,
469,tidak,
469,ada,
469,akses,
469,keluar,
469,masuk,
469,kendaraan,
469,",",
469,mohon,
469,perhatian,
470,sebulan,
470,yang,
470,lalu,
470,saya,
470,bekerja,
470,sebagai,
470,front,
470,office,
470,disalah,
470,satu,
470,penginapan,
470,yang,
470,bernama,
470,darma,
470,palace,
470,yang,
470,berlokasi,
470,di,
470,kota,
470,padang,
470,.,
470,namun,
470,selain,
470,menjadi,
470,front,
470,office,
470,",",
470,saya,
470,juga,
470,ditugaskan,
470,sebagai,
470,cleaning,
470,service,
470,yang,
470,wajib,
470,sapu,
470,pel,
470,dan,
470,membersihkan,
470,perusahaan,
470,setiap,
470,hari,
470,.,
470,setelah,
470,bekerja,
470,sebulan,
470,",",
470,dua,
470,hari,
470,lalu,
470,saya,
470,memutuskan,
470,untuk,
470,berhenti,
470,karena,
470,mendapat,
470,perlakuan,
470,kasar,
470,dari,
470,sesama,
470,rekan,
470,kerja,
470,",",
470,namun,
470,perusahaan,
470,menolak,
470,membayarkan,
470,gaji,
470,saya,
470,dengan,
470,dalih,
470,saya,
470,sudah,
470,berjanji,
470,tidak,
470,akan,
470,menuntut,
470,upah,
470,apalagi,
470,bekerja,
470,dibawah,
470,3,
470,bulan,
470,.,
470,padahal,
470,saat,
470,itu,
470,saya,
470,sudah,
470,bekerja,
470,sebulan,
470,penuh,
470,dan,
470,seharusnya,
470,saya,
470,berhak,
470,atas,
470,gaji,
470,untuk,
470,dibayarkan,
470,.,
470,selain,
470,itu,
470,perusahaan,
470,juga,
470,meminta,
470,saya,
470,membayarkan,
470,sebesar,
470,satu,
470,bulan,
470,gaji,
470,kepada,
470,perusahaan,
470,karena,
470,berhenti,
470,sebelum,
470,3,
470,bulan,
470,bekerja,
470,.,
470,apakah,
470,aturan,
470,seperti,
470,ini,
470,dapat,
470,dimengerti,
470,?,
470,saya,
470,diminta,
470,membayar,
470,satu,
470,bulan,
470,gaji,
470,kepada,
470,perusahaan,
470,sementara,
470,saya,
470,yang,
470,sudah,
470,bekerja,
470,satu,
470,bulan,
470,penuh,
470,tidak,
470,dibayar,
470,sama,
470,sekali,
470,.,
470,selain,
470,itu,
