report,label
maaf pak mau laporan ada pohon tumbang di rt03 rw 05 di jalan kayu agung i kelurahan turangga kecamatan lengkong tepatnya di depan rumah c 38 atas perhatiannya kami ucapkan terima kasih,Natural Disaster
"( kumham ) tolong di tindak tegas di rutan cilodong depok , , , banyak pemerasan dan kekerasan yang di lakukan oleh narapidana dan petugas rutan tersebut , , , mereka memeras 2 juta sampai 5 juta per orang",Crime
"minggu , 11 agustus 2019 sekitar pukul 19.15 wib terjadi kecelakaan di perempatan dsn . suwaluh , ds . sambirejo kecamatan . pare , kabupaten . kediri . sudah menghubungi 110 dan sudah direspon tetapi ditunggu sampai hampir 1 jam belum ada polisi/petugas yang hadir di tkp . akhirnya masyarakat berinisiatif mengamankan korban sebisanya",Traffic Accident
"kepada yang terhormat pemerintah provinsi dki jakarta saya ingin melaporkan bahwa akibat jalan amblas di jalan . k.h . syahdan ujung palmerah , belum diperbaiki , sehingga memakan korban kecelakaan pengendara bermotor , mohon dinas terkait segera memperbaikinya agar tidak bertambah korban kecelakaan . terima kasih .",Traffic Accident
"tolong di perhatikan jalan di simpang 4 kelapapati tengah sebelum rsud bengkalis , agar di pasang rambu lalulintas atau polisi tidur agar mengurangi kecepatan para kendaraan bermotor yang mengakses di simpang empat tersebut karena sering terjadi kecelakaan . banyak korban kecelakaan terjadi di tempat tersebut , agar di perhatikan setiap arah simpang empat , pepohonan atau hal- hal yang menghalangi pandangan pengendara motor saat lewat di simpang tersebut .",Traffic Accident
"pada bulan maret 2020 pekan ke-3 saya melintasi jalan penghubung cianjur-cariu dari arah bandung menuju bogor menggunakan sepeda motor . terjadi bencana alam longsor yang menyebabkan jalan tersebut putus tergerus oleh tanah longsoran . sejumlah alat berat telah dikerahkan di lokasi , namun alat berat tersebut nampak terparkir saja ditengah longsoran tanah . berita terakhir yang saya dengar bahwa di daerah longsor tersebut tidak ada perkembangan signifikan . banyak yang menganggap bahwa di lokasi tersebut justru dimanfaatkan oknum warga setempat untuk meraih keuntungan dengan meminta uang kepada pengguna jalan . saya pun ketika melewati rute ini dimintai sejumlah orang menggunakan ember . tolong untuk dibantu penyelesaiannya agar tidak terjadi pungutan liar dan perbaikan jalan akibat bencana longsor tersebut dapat segera diselesaikan",Natural Disaster
"assalamualaikum warahmatullahi wabarakatuh kepada yang terhormat bapak/ibu menteri bnpb nasional ditempat . dengan ini , kami salah satu dari rakyat indonesia memohon bantuan bencana alam yang ditimbulkan oleh banjir bandang.yang menyebabkan kami memohon bantuan langsung kepusat yang disebabkan karena telah 2 pekan bencana banjir melanda rumah kami atau kediaman kami.yang menjadikan rumah kami hancur ( porak poranda ) serta longsor yang membuat kami saat ini depresi dikrenakan ketakutan.oleh karena itu , kami memohon bantuan perbaikan sekedar menghilangkan rasa takut ambruknya rumah , karena saat ini rumah kami hampir ambruk dan disanggah dengan potongan bambu.kami seorang ibu single parent dengan satu anak yang hidupnya dari hasil usaha tempel ban dan warung jajanan.krena itu , kami berharap dengan sangat kemurahan , kemudahan , dan kecepatan penanggapan laporan kami ini , dikrenakan 2 pekan berlalu bencana melanda rumah kami belum ada sentuhan bantuan maupun perhatian dari pemerintah daerah ataupun kelurahan.saat ini kami sangat merasa ketakutan akan terjadinya rumah kami akan ambruk lebih parah lagi.sudilah kiranya dari pemerintah pusat memberikan tanggapan dan bantuan segera.kami takut akan dimanfaatkan oleh oknum oknum yang akan memanfaatkan korban banjir yang melanda kami . demikianlah permohonan dan laporan dari kami yang membutuhkan bantuan segera.terima kasih atas perhatian dan bantuannya . apabila dari badan bnpb membutuhkan bukti dari kerusakan rumah kami , maka kami bersedia mengirimkan foto atau videonya agar dapat diperkirakan besarnya bantuan yang akan diberikan kepada kami dengan layak .",Natural Disaster
"mohon kepada komisi perlindungan anak indodesia ditindak lanjuti kedaerah sibolga ? ? ? laporan orang tua murid atas nama : yasiduhu jendrato bahwa adanya kekerasan dalam pendidikan disekolah smp neg . 5 parombunan sibolga . nama : kurnia darma yanti jendrato kls xii-1smp neg . 5 parombunan sibolga telah dipukul berulang kali kakinya oleh oknum guru bernama pak bambang , sejak hari kamis , jumat , saptu hingga jatuh pingsan dan sakit , kakinya memar hingga tidak bisa jalan hingga kini dan telah dilapor kepolres sibolga sudah kurang lebih 2 minggu belum ada proses hukumnya dan titik hukum yang jelas pada pelaku , apa mungkin siguru kebal hukum , , , , , , mengingat : kekerasan dalam pendidikan sangat bertentangan dengan : 1. pasal 3 undang-undang republik indonesia nomor 20 tahun 2003 tentang sistem pendidikan nasional , “ fungsi pendidikan nasional untuk mengembangkan kemampuan dan membentuk watak serta peradaban bangsa yang bermartabat dalam rangka mencerdaskan kehidupan bangsa , bertujuan untuk berkembangnya potensi peserta didik agar menjadi manusia yang beriman dan bertakwa kepada tuhan yang maha esa , berakhlak mulia , sehat , berilmu , cakap , kreatif , mandiri , dan menjadi warga negara yang demokratis serta bertanggung jawab ” . 2. pasal 4 ayat 1 yang menyatakan bahwa pendidikan diselenggarakan secara demikratis dan berkeadilan serta tidak diskriminatif dengan menjunjung tinggi hak asasi manusia , nilai keagamaan , nilai kultural dan kemajemukkan bangsa ( uu sisdiknas ) 3. tentang kekerasan fisik , pada pasal 80 uu nomor 23 tahun 2002 tentang perlindungan anak dinyatakan sebagai berikut : ( 1 ) setiap orang yang melakukan kekejaman , kekerasan atau ancaman kekerasan , atau penganiayaan terhadap anak , dipidana dengan pidana penjara paling lama 3 ( tiga ) tahun 6 ( enam ) bulan dan/atau denda paling banyak rp 72.00.00,00 ( tujuh puluh dua juta rupiah ) . ( 2 ) dalam hal anak sebagaimana dimaksud dalam ayat ( 1 ) luka berat , maka pelaku dipidana dengan pidana penjara paling lama 5 ( lima ) tahun dan/atau denda paling banyak rp 100.00.00,00 ( seratus juta rupiah ) . ( 3 ) dalam hal anak sebagaimana dimaksud dalam ayat ( 2 ) mati , maka pelaku dipidana dengan pidana penjara paling lama 10 ( sepuluh ) tahun dan/atau denda paling banyak rp 200.00.00,00 ( dua ratus juta rupiah ) . ( 4 ) pidana ditambah sepertiga dari ketentuan sebagaimana dimaksud dalam ayat ( 1 ) , ayat ( 2 ) , dan ayat ( 3 ) apabila yang melakukan penganiayaan tersebut orang tuanya . ( uu perlindungan anak ) pasal 54 “ anak di dalam dan di lingkungan sekolah wajib dilindungi dari tindakan kekerasan yang dilakukan oleh guru , pengelola sekolah atau teman-temannya di dalam sekolah yang bersangkutan , atau lembaga pendidikan lainnya. ” tindakan kekerasan dengan bungkus pendidikan juga dapat mengakibatkan pelaku dikenai tindak pidana , sebagaimana disebutkan dalam pasal 80 uu . no . 23 tahun 2002. pasal 351 penganiayaan",Crime
"saya ingin melaporkan saya sebagai pengguna angkutan umum kopaja 19 trayek ragunan ke tanah abang , di situ banyak pencopet iya , mohon tangkap iya , karena saya sebagai perempuan merasa sangat was-was dan selalu merasa curiga bahwa penumpang yang ada di samping saya , adalah copet . mohon segera ditindak lanjuti . terima kasih .",Crime
"kepada dinas yang menangani pohonan , ,saya mohon untuk menebang pohon nangka didpn rumah saya yang beralamat di jalan . smu 99 bulak ringin rt 005/03 no.48 kelurahan . cibubur kecamatan . ciracas jakarta timur 13720dikarenakan cuaca angin yang kencang , saya takut pohon tumbang mengenai lampu jalan dan kabel2 ,",Natural Disaster
"kegiatan bengkel las di plamongan indah , sangat mengganggu warga . polusi sesegera mungkin , bau , bising . bahaya kebakaran .",Crime
"kepada pak menteri hukum dan ham , pak kepala kantor hukum ham sumatera utara . selamat pagi , kami ingin menyampaikan keluhan masyarakat terhadap oknum petugas pintu lembaga pemasyarakatan rantauprapat sumatera utara yang bertindak diluar batas berinisial `` holong '' . petugas tersebut selalu bertindak kasar kepada para pengunjung terutama pada pengunjung dari pedesaan yang jauh yang tidak paham terhadap peraturan berkunjung . masyarakat yang berkunjung selalu mendapat perlakuan kasar ( tidak sopan ) baik perkataan maupun tindakan dengan mengatakan pengunjung `` dasar orang kampung gak perlu banyak cakap disini gak senang silahkan keluar , gak ada yang suruh keluargamu masuk penjara '' dengan nada tinggi , meludah dan menendang pintu . apakah begini didikan aparat penjara pak ? . kami juga mendapat informasi bahwa oknum ini selalu menjadi petugas yang melakukan kekerasan terhadap wbp yang melakukan kesalahan dengan memukul dan menendang , terus dimasukkan ke kamar kurungan dan tidak boleh dikunjungi selama 1 bulan yang kami duga untuk menghilangkan bukti bekas pukulan dan tendangan , kecuali wbp tersebut berjanji tidak mempersoalkan dan bersedia membayar uang untuk dibebaskan dari kamar kurungan seperti wbp bernama `` reza aceh '' membayar 5jt untuk dikeluarkan . atas laporan masyarakat kepada kami , maka kami melakukan kunjungan kedalam lembaga pemasyarakatan dan mengunjungi beberapa wbp dan mengatakan bahwa petugas pintu `` holong '' merupakan momok bagi wbp karena selalu mempersulit keluarga yang mau berkunjung . mereka mengatakan bahwa oknum ini pernah memanggil beberapa wbp seperti bambang , dr. hewan , beni , reza dan lain-lain untuk dimintai uang pada saat persiapan nikahnya dengan harapan diberi kemudahan dalam keluarga berkunjung . saat ini oknum ini juga selalu melakukan razia ilegal pada saat tidak bertugas yang para wbp tidak pernah diberi tahu diapain hasil razia berupa hp dan uang tunai yang ketika ditanya wbp kepada kplp mengatakan tidak ada laporan dari oknum petugas . kalau seperti ini menimbulkan keresahaan kepada wbp karena uang mereka tidak pernah dikembalikan atau diproses sesuai aturan .",Crime
"tawuran pelajar didaerah depok , jawa barat kepada yang terhormat : bapak ibu pihak terkait bersama ini kami ingin melaporkan tentang sekolah menengah kejuruan didaerah depok tepat nya di jalan raya pitara dan nama sekolah tersebut adalah smk arjuna , kami selaku warga didaerah sini seringkali melihat tawuran antara pelajar sekolah tersebut dengan pelajar dari sekolah lainnya , sampai ada yang meninggal dikarenakan para pelajar tersebut membawa senjata tajam , seperti samurai yang panjang2 , gir dan sajam lainnya.alangkah mirisnya melihat para pelajar tersebut yang seharusnya belajar tetapi berperilaku seperti jagoan , menurut pelajar2 tsn mereka sudah diakarkan dengan dendam dikarenakan banyak para alumnus sekolah tersebut yang pengangguran yang masih nongkrong , dan memprovokasi.tolong bantuan darai pihak terkait untuk dapat memperhatikan hal ini agar tidak ada lagi korban sia2 yang melayang , kalau bisa sekolah nya ditutup atau lbh diseleksi lagi agar bisa menciptakan generasi yang lbh baik bagi bangsa dan negara ini.krn sekolah ini saja lokasinya bukan ditengah kota tetapi masih didaerah yang agak jauh dari keramaian.atas perhatiannya kami ucapkan terima kasih .",Crime
"saya warga surabaya , tadi pagi saya mendapat tindakan tidak menyenangkan dari polisi lalu lintas . ketika saya sedang mengendarai sepeda motor , saya di tendang . untung saya tidak jatuh . apakah memang seperti itu cara menghentikan pengemudi yang melanggar ? apakah harus memakai kekerasan ?",Crime
"perumahan utama regency rt.2/rw.8 pematang kapau , tenayan raya , pekanbaru , riau telah terjadi banjir . mohon pihak terkait ditangani , benahi drainase .",Natural Disaster
"sebelum nya saya minta tolong kepada bapa yang memegang wewenang tentang pengrusakan alam , di sini di kecamatan jasinga kabupaten bogor tepat nya jalan raya jasinga tenjo telah terjadi pengrusakan alam yang di dalangi oleh sekelompok orang yang memanfaat kan situasi dan ketidak tahuan masyarakat akan bahaya nya atas tindakan yang telah berlangsung sekarang ini . mohon di berhenti kan tindakan pengrusakan alam ini jika tidak akan terjadi bencana alam",Crime
"terjadinya rusaknya rumah warga akibat tumbangnya pohon di sekitar . desa sumberbening , dusun sumberwates rt 10 rw 02 , kecamatan . bantur , kabupaten . malang , provinsi . jawa timur",Natural Disaster
jalan utama desa bangilan kecamatan kapas kabupaten bojonegoro banyak lubang jalan utama desa kami desa bangilan kecamatan kapas yang menghubungkan kota bojonegoro ke desa mojoranu banyak dijumpai lubang disana-sini . semakin hari semakin banyak . apalagi ditambah dengan hujan turun setiap hari . ada juga jalan yang konstruksinya miring ke timur . kami mohon pihak pemerintah kabupaten segera melakukan perbaikan jalan agar tidak terjadi korban kecelakaan .,Traffic Accident
"saya lihat di simpangan depok dekat jatijajar ada gelandangan nenek2 kakinya bengkak luka besar dan seperti sudah membusuk , banyak nanah dan di hinggapi lalat",Medical
"yang terhormat . pemerintah provinsi . dki jakarta lapor ! diharapkan perhatian dan tindaklanjutnya atas adanya indikasi perilaku semena-mena yang dilakukan oleh sejumlah oknum rt02/04 menteng dalam , jakarta selatan 12870 terhadap tamu warga pendatang/ kos2an dengan kekerasan dan merusak kendaraan tamu & anak kos . terima kasih",Crime
"selamat sore lapor dan bekasi kota , saya mau meminta tolong didekat rumah saya terdapat kali yang berada di jalan damai iv dan jalan damai ii perwira bekasi utara harapan jaya rt 003/rw 020 , sudah beberapa minggu mampet dikarenakan sampah yang banyak dan ada pohon tumbang . kalau hujan meluap ke rumah warga . dan sangat mencemari lingkungan hingga bau yang tidak sedap . mohon bantuannya dan informasi untuk bisa di tindak lanjuti ke pihak terkait dan minta tolong dibersihkan . atas perhatian dan bantuannya saya ucapkan terima kasih .",Natural Disaster
"kepada yang terhormat . pemerintah provinsi dki jakarta , saya ingin melaporkan banyaknya tindak kekerasan baik fisik maupun emosional terhadap anak-anak , khususnya yang dilakukan satpol pulang pergi pada saat razia gabungan . contoh kasus pada hari jumat tanggal 30 juni 2014 sekitar jam 4 sore di daerah terminal blok m , razia yang dilakukan sangat tidak manusiawi , mereka ditarik2 dan dibawa paksa , padahal mereka anak-anak . mohon perhatian pemerintah untuk bisa menggunakan cara-cara yang lebih manusiawi terutama untuk wanita hamil dan anak-anak . mohon tindak lanjut dari dinas terkait , terima kasih .",Crime
"assalamu'alaikum . saya mau lapor mengenai 2 orang gila pasangan suami istri yang memiliki bayi dan membahayakan kesehatan bayi mereka . suaminya berulangkali melakukan kekerasan pada orang lain sehingga meresahkan . selain itu dari pihak keluarga laki-laki tidak ada respon positif.walaupun sudah di antarkan dengan bantuan pihak polisi , esoknya yang bersangkutan datang lagi . tempat kejadian berada di paseh kaler , sedangkan yang bersangkutan adalah orang cikeusik , cisitu , sumedang .",Crime
"saya pns , sekeluarga menggunakan askes . saat ini istri saya dirawat di rskd , diinfus , akibat pemukulan acak di jalanan . diagnosa lisan : pingsan akibat benturan di kepala . oleh pihak rumah sakit saya disuruh menjadi pasien umum karena katanya kekerasan tidak masuk dalam jaminan bpjs kesehatan . benarkah demikian ? istri saya tidak ingin terbuka kepada saya mengenai kejadian ini , sebab watak saya yang keras . saya hanya tahu bahwa pemukulan ini dilakukan oleh orang mabuk di poka ( jalan . ir . m. putuhena ) . oknum saya tidak tahu , tapi ipar saya bisa menjadi saksi .",Crime
"dimohon untuk memberikan bantuan logistik ke korban bencana alam gempa bumi dan tsunami di kota palu dan sekitarnya lebih cepat dan merata . dan diusahakan saling berkordinasi dengan baik antara kemensosri , dinsos kota palu , posko-posko dapur umum . karena yang saya dengar dari keluhan warga korban bencana alam di palu . mereka sangat sulit mendapatkan bantuan logistik , karena harus ada ktp , sk domisili rt . sedangkan surat-surat mereka hilang . mohon jangan dipersulit . 10 % warga palu dan sekitarnya terbantu . 90 % masih menderita karena sulitnya mendapatkan bantuan . jangan sampai warga menyerbu tempat-tempat logistik akibat kekecewaan mereka terhadap pemerintahan . itu yang saya dengar dari keluhan warga . jika ada warga yang meminta bantuan , jika ragu itu warga korban bencana alam , harus ada aparat yang ikut survey ke tempat warga yang meminta bantuan tersebut . jangan langsung meminta ktp dan surat domisili rt . itu sangat mempersulit . keadaan di kota palu sangat kritis , jangan diperparah lagi . warga di kota palu dan sekitarnya butuh bantuan logistik bukan dimakan sendir tetapi bersama-sama . sungguh partisipasi pemerintahan pusat dan daerah sangat membahagiakan warga setempat .",Natural Disaster
"kepada yang terhormat . pemerintah provinsi dki jakarta . saya ingin melaporkan bahwa terjadi banjir di bawah jalan layang tebet , tepatnya di dekat jalan protokol cassablanca . mohon kepada dinas terkait untuk menindaklanjuti hal tersebut . terima kasih",Natural Disaster
"yang terhormat . pemerintah provinsi dki jakarta . terkait banyaknya pelajar yang sering tawuran , mohon untuk dapat dikoordinasikan kepada kapolda metro jaya untuk ditangani . agar para pelaku tawuran dapat dihukum pidana karena membawa senjata tajam . mohon koordinsinya , terima kasih .",Crime
"yang terhormat . porles karawang . mohon bantuannya dan mohon untuk segera ditindaklanjuti , kami dari pihak perempuan sangat resah terhadap adanya orang gila yang bernama emul ( sebutan namanya ) di daerah gintung kerta , karawang tepatnya dikisaran pt . changshin seringkali meresahkan dan mengganggu aktivitas dilingkungan sekitar . dan seringkali terjadi pelecehan terhadap perempuan . mohon sekiranya agar ditangani sehingga tidak terjadi lagi hal-hal yang tidak diinginkan .",Crime
"hujan deras di kota parepare rumah saya berada di panorama timur tanahnya longsor dan sedikit lagi rumah mau jatuh tidak ada biaya untuk memperbaiki nya , sudah di lapor kepada pihak sosial setempat tapi tidak ada respon",Natural Disaster
"kepada yang terhormat pemerintah provinsi dki jakarta , saya ingin melaporkan tentang kali di jalan hanura dekat pos polisi dekat pembuangan sampah kalinya sudah dangkal namun tidak dikeruk-keruk . setiap hujan pasti terjadi banjir daerah thalib atau abdullah yaitu di wilayah krukut jakarta barat kali juga penuh dengan rumah-rumah kumuh . mohon tindak lanjutnya . terima kasih .",Natural Disaster
"selamat siang yang terhormat bpk/ibu saya mau melapor laki2 yang merupakan bapak anak saya , tapi tidak mau kasih surat resmi menikah , akta anak saya adalah “ anak seorang ibu ” , dan kakak hanya ada saya dan anak saya . selama 3th saya mengalami tindakan abusive mulai dari fisik , verbal , financial , mental dan emosi . sd saat ini saya sudah pergi menjauh tetapi ybs tetap datang ke tempat saya , dengan berbagai alasan mengganggu ketenangan hidup saya dan anak saya . saya takut karena dia sering bertindak anarkis , tidak jarang memukul , membentak , memaki . dan dari dulu sering mengancam “ akan ambil anak saya dan tidak akan ketemu smpai saya mati ” selalu mengancam “ akan ambil anak saya ” yang mn jelas2 itu adalah di akta lahir “ anak dari seorang ibu ” yaitu saya . mohon bantuanya . terima kasih .",Crime
"kami warga masyarakat adat labo yang tergabung dalam aliansi masrakat adat labo ( amal ) menyatakan bahwa kami keberatan dan menolak rencana pemerintah untuk membangun waduk lambo yang rencananya akan dibangun di desa labolewa kecamatan . aesesa kabupaten nagekeo provinsi ntb . menurut kami , pembangunan tersebut akan menimbulkan bencana alam , sosial budaya , dan lingkungan di desa kami . bencana alam akan merusak tatanan alam yang ada disekitar desa kami . bencana sosial budaya adalah hilangnya tempat-tempat ritual adat sehingga dapat meruntuhkan nilai-nilai budaya yang sudah turun temurun kami jaga . dan bencana lingkungan adalah hilangnya perumahan masyarakat yang disebabkan karena pembangunan tersebut . kami masyarakat labo tidak membutuhkan pembangunan waduk tersebut . menurut kami , jika berkenan mmbantu kebutuhan kami dalam memenuhi kebutuhan air bersih dan pengairan pertanian sebaiknya pemerintah membangun embung-embung di wilayah kami .",Natural Disaster
"saya adalah pelajar dari salah satu sekolah kawasan di surabaya pusat . walaupun sekolah saya ini berlabel sekolah kawasan ( sekolah paling favorit ) di dalamnya tidak lepas dari kasus bullying . saya setiap hari selalu diganggu dengan berbagai macam gangguan dari teman saya . entah itu memasukkan sampah ke dalam botol minum saya , menyembunyikan barang barang saya , dan lain sebagainya . mungkin hal ini tidak sampai menyangkut kekerasan . tetapi , di kelas lain pernah sampai kekerasan . hal ini menyebabkan pembelajaran saya terganggu dan seperti ada rasa pembunuhan karakter di dalamnya . dimana pihak bimbingan konseling juga tidak jelas , mungkin nasihat pertama kali yang diberikan . tetapi hal itu hanya berujung nasihat terus sampai masalah itu menguap . tidak ada pemanggilan orang tua atau efek jera . pihak pem-bullying dengan seenaknya berperilaku . penglihatan orang dari luar akan smp ini memang sangat baik . tetapi bisa dikatakan di dalamnya sangatlah busuk . saya kira perlunya sosialisasi atau peneguran terhadap sekolah untuk mengatasi ini semua dan/atau dengan kebijakan instansi pembinaan moral masyarakat terkait . disini saya masih bisa menyampaikan ini kepada anda melalui surat online seperti ini . sebelum nasib saya sama seperti teman saya yang mulai tertekan . saya harap pihak kpai dan lain sebagainya bisa mengatasi masalah ini dengan baik dan selesai bagaimanapun caranya . saya disini mendesak dengan segala rasa hati saya . harap untuk ditindaklanjuti laporan ini dengan baik dan benar .",Crime
"setiap hari banyak orang di perumahan bumi datarlaga desa sarigadung , kecamatan simpang empat kabupaten tanah bumbu propinsi kalimantan selatan yang membakar sampah di lingkungan perumahan . hal ini sangat berbahaya dapat menimbulkan kebakaran dan sesegera mungkin yang dihasilkan juga merusak kesehatan . saya sudah menanyakan melalui grup rt tentang aturan membakar sampah di lingkungan perumahan namun tidak mendapat tanggapan . padalah membakar sampah dilarang oleh peraturan di indonesia . mohon agar pihak terkait seperti dinas pemerintah desa , dinas lingkungan hidup , bpbd , dinas satpol pulang pergi dan damkar , dan dinas lainnya dapat membuat program sosialisasi serta penegakan peraturan tentang pembakaran sampah . peraturan sebaik apapun hanya akan menjadi pajangan jika tidak ada orang-orang yang berusaha menegakkannya .",Crime
"mohon bantuannya , kami dirongrong oleh preman yang sering memalak di perempatan lampu merah soekarno-hatta dengan leuwi panjang , dengan kekerasan dan caci maki",Crime
"kepada yang terhormat , bapak . walikota tangerang pusat pemerintahan kota tangerang . dan lembaga kementerian sosial prihal : bantuan tunai 300rb ( bst ) bantuan sosial perlu terlebih dahulu terlebih dahulu bahwa terdapat 3 bentuk bantuan sosial menuru t pasal 6 peraturan menteri sosial nomor 1 tahun 2019 tentang penyaluran belanja bantuan sosial di lingkungan kementerian sosial ( “ permensos 1/2019 ” ) : bantuan sosial yang dimaksud dalam pasal 5 ayat ( 1 ) diberikan dalam bentuk : uang ; barang ; dan / atau jasa . penerima bantuan sosial yang termasuk perorangan , keluarga , kelompok , dan / atau masyarakat memiliki kriteria masalah sosial yang meliputi : [ 1 ] kemiskinan ; keterlantaran ; kedisabilitasan ; keterpencilan ; ketunaan sosial atau penyimpangan perilaku ; korban bencana ; dan / atau korban tindak kekerasan , eksploitasi , korban tindak kekerasan , narkotika , psikotropika , dan zat adiktif lainnya . hal ini sesuai dengan kriteria fakir yang ditetapkan oleh menteri sosial sebagai dasar untuk melaksanakan fakir miskin . [ 2 ] selanjutnya , pasal 17 ayat ( 1 ) permensos 1/2019 menyebutkan : penerima bantuan sosial yang dimaksud dalam pasal 12 yang memiliki kategori miskin dan tidak mampu sumber datanya mengacu pada dt pfm dan otm kementerian sosial . yang dimaksud dengan dt pfm dan otm adalah akronim dari data terpadu penanganan fakir miskin dan orang tidak mampu yaitu basis data yang berisi nama dan alamat serta informasi sosial , ekonomi , dan demografi dari rumah tangga dengan status kesejahteraan terendah di indonesia dan data penyandang masalah kesejahteraan sosial lainnya yang telah dilaporkan dan divalidasi oleh kementerian sosial yang berkoordinasi dengan pemerintah daerah . [ 3 ] upaya di atas merupakan bentuk penghormatan , pemenuhan hak atas kebutuhan dasar untuk menyejahterakan fakir miskin , serta memberikan perlindungan terhadap fakir miskin dari tindakan oknum yang menyalahgunakan bantuan sosial . meneruskan/ menerangkan informasi aspirasi dari masyarakat , yang menyatakan bahwa tidak mendapatkan program bst pada tahap 3 dan 4. untuk wilayah kec.karawaci dan kec.cibodas bahwa masih banyak masyarakat kurang mampu tidak tercatat di tahap 3 dan 4. mohon dbantu , meminta dan memohon kepada lembaga pemerintah untuk melakukan peninjauan kembali",Crime
"selamat sore , hari ini saya merasa kecewa dengan tingkat keamanan di dki jakarta . saat saya memesan grab pulang kerja dari stasiun tanah abang dan saya meminta grab menjemput di pintu dekat polsek , saat grab saya datang tiba-tiba ada seorang laki-laki berbadan besar yang berteriak kalau tidak boleh menjemput di tempat tersebut dan menyuruh saya pergi ke lain arah . driver saya maju ke arah depan ( karena saya baru pertama kali naik kereta dan saya orang luar daerah jakarta jadi saya tidak paham harus kemama ) dan saya mengikuti driver tersebut . saat driver saya berhenti tiba-tiba orang tersebut memukul helm driver dan mengambil secara paksa kunci motornya lalu di bentak di muka umum sampai beberapa orang lain menghampiri tetapi mereka juga ikut menghakimi dirver . saya pun di bentak karena menurut mereka sudah di tegur tetapi driver dan saya tidak menghiraukan . masalah di anggap selesai saat driver membelikan rokok . menurut saya , tidak masalah juga kalau ada keterbatasan tempat penjemputan asalkan ada pemberitahuan ( seperti rambu-rambu ) bukan dengan kekerasan . saya merupakan orang baru di jakarta yang tidak tahu arah kalau pun orang itu menyuruh saya menunggu ke tempat lain harusnya dia menjelaskan saya harus ke arah mana ( saya sudah bilang saya tidak tahu , baru pertama kali ke stasiun tanah abang tetapi orang tersebut cuma mengarahkan saya dengan kata “ ke sana ” ) . saya merasa terancam saat itu tetapi orang sekitar tidak ada yang berani menolong saya dan driver .",Crime
lapor hendi ..kmrn tanggal 6 januari 2020 jam 13.09..sy naik brt jurusan mangkang saya kecopetan dompet..brt saat itu penuh . mohon solusinya .,Crime
"kepada , yang terhormat . pemerintah provinsi dki jakarta , setiap malam dan dini hari sering terjadi tawuran warga di jatinegara barat jakarta timur , tetapi aksi kepolisian setempat agak lambat dalam menangani tawuran tersebut padahal tkp tepat berada di belakang polres matraman jakarta timur . terima kasih atas perhatiannya .",Crime
"kepada yth.pemprov dki jakarta , saya ingin melaporkan bahwa di jalan karet pedurenan , kuningan , kecamatan setiabudi , tepatnya di depan indomaret akan terjadi banjir dikala intensitas hujan tinggi dan ini sangat mengganggu aktivitas . mungkin ada masalah dengan saluran airnya . mohon untuk segera dicek dan diperbaiki , terima kasih .",Natural Disaster
"salam , saya ingin melaporkan kegiatan bermain petasan di jalan terate raya , tambora , jembatan lima oleh sekelompok anak . kegiatan ini dimulai pada tanggal 5 mei 2019 dan masih berlangsung hingga saat ini . anak-anak ini biasa bermain petasan pada pukul 8 hingga 10 malam . sesekali pada jam 3 ketika orang-orang sedang sahur / tidur . sudah beberapa kali ditegur oleh orang yang lewat , namun tetap saja terjadi . mohon agar segera ditindaklanjuti karena saya khawatir dengan bahaya kebakaran yang mungkin terjadi akibat sulut api dari petasan dan korek api yang dimainkan oleh anak kecil . terima kasih",Crime
"di daerah rumah saya tepatnya jalan . jatibunder 5 rt12/rw09 ( rumah susun jatibunder ) di bulan puasa ini banyak anak2 dan remaja yang bermain pesatan mulai dari jam 8 hingga saur , ini dapat mengganggu masyarakat yang ingin beristrirahat & pedagang . tidak hanya bermain petasan tetapi membuah kegaduhan saat membangunkan sahur . hampir setiap bulan ramadhan selalu ada tawuran yang saya takutkan terulang kembali di bulan ramadhan ini . mohon untuk di tindak lanjuti segera .",Crime
"kami warga masyarakat desa birawan , kecamatan ilebura , kabupaten . flores timur , provinsi . ntt ingin melapor . tahun 2017 dn 2018 kami diterpa badai sehingga rumah dan kebun hancur . kami hanya mendapatkan mi instan sarimi . kami disuruh membuka nomor rekening di bank dan di janjikan oleh pemerintah daerah akan mendapatkan uang dari negara namun sampai saat ini uang kami sudah dipotong pajak sehingga habis . bagaimana agar kami bisa mendapatkan kembali bantuan sosial ?",Natural Disaster
"saya hendak lapor adanya pohon besar tumbang di jalan titian indah raya , kelurahan . kalibaru , kecamatan . medan satria , kota bekasi . lokasi dekat dengan pintu gerbang masuk perumahan titian indah . pohon tumbang tersebut roboh akibat hujan deras dan angin kencang . akibatnya , menghalangi mobilitas warga sekitar . mohon pihak terkait dapat segera melakukan evakuasi dengan memakai peralatan yang memadai dan melakukan pembersihan pohon tumbang tersebut . terima kasih",Natural Disaster
mohon berikan sanksi kepada sctv yang menayangkan sinema elektronik cinta buta yang menampilkan adegan kekerasan pria terhadap wanita . selain itu mohon berikan sanksi berat kepada acara pesbukers antv dan pagi-pagi pasti bahagia trans tv karena dinilai tidak mendidik oleh netizen .,Crime
